Date,Daily Sunspot Number,Standard Deviation,Number of Observations,Indicator
13/3/2000,190,11.5,15,1
12/3/2000,192,14,18,1
11/3/2000,200,12.6,9,1
10/3/2000,215,14.6,14,1
9/3/2000,229,14.4,12,1
8/3/2000,228,13.8,10,1
7/3/2000,244,14.7,12,1
6/3/2000,203,5.9,16,1
5/3/2000,178,11,19,1
4/3/2000,178,10.5,15,1
3/3/2000,179,11.2,17,1
2/3/2000,204,14.3,15,1
1/3/2000,217,13.3,16,1
29/2/2000,238,16.1,14,1
28/2/2000,222,10.1,18,1
27/2/2000,220,11,21,1
26/2/2000,211,9.6,17,1
25/2/2000,192,9.9,17,1
24/2/2000,180,13.9,10,1
23/2/2000,139,8.5,18,1
22/2/2000,147,8.2,19,1
21/2/2000,135,7.5,18,1
20/2/2000,112,9.6,15,1
19/2/2000,131,6.7,17,1
18/2/2000,153,7.7,14,1
17/2/2000,160,9.3,18,1
16/2/2000,192,9.5,14,1
15/2/2000,173,9.1,18,1
14/2/2000,175,9.3,19,1
13/2/2000,158,8.5,20,1
12/2/2000,166,8.2,14,1
11/2/2000,167,12.3,20,1
10/2/2000,179,17.2,16,1
9/2/2000,160,11.8,19,1
8/2/2000,188,9.8,16,1
7/2/2000,191,13.6,17,1
6/2/2000,200,13,14,1
5/2/2000,153,11,21,1
4/2/2000,145,8.5,16,1
3/2/2000,119,9.4,16,1
2/2/2000,94,9.8,19,1
1/2/2000,104,7.6,15,1
31/1/2000,86,5.5,13,1
30/1/2000,75,5.4,11,1
29/1/2000,90,5,13,1
28/1/2000,89,4.4,15,1
27/1/2000,103,8.6,21,1
26/1/2000,114,7,15,1
25/1/2000,126,7.1,17,1
24/1/2000,118,9.6,21,1
23/1/2000,121,8.5,15,1
22/1/2000,124,6.7,18,1
21/1/2000,130,8.5,16,1
20/1/2000,140,7.6,13,1
19/1/2000,168,13.3,14,1
18/1/2000,177,15.2,13,1
17/1/2000,193,12.1,11,1
16/1/2000,241,22.7,16,1
15/1/2000,232,17.4,15,1
14/1/2000,242,22.6,12,1
13/1/2000,226,11.2,11,1
12/1/2000,198,5.8,13,1
11/1/2000,133,10.4,17,1
10/1/2000,96,11.1,16,1
9/1/2000,112,12,15,1
8/1/2000,111,7.6,13,1
7/1/2000,126,8.6,13,1
